"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","title","zip_code","addr_state","dti","fico_range_low","fico_range_high","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","total_pymnt","total_rec_prncp","total_rec_int","last_pymnt_amnt","last_fico_range_high","last_fico_range_low","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_inq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","year","loan_length","pull_length","credit_length"
15000,36,14.49,516.25,3,14,110371,2,0,77000,1,"0",3,10356,528,15,17.92,675,679,1,13,14028,53,24,0,17486.77,15000,2486.77,9743.02,684,680,2082,36463,26600,5,3038,5700,62,165,109,8,8,0,8,1,0,4,11,7,7,5,11,19,4,12,1,100,25,59436,36463,22800,32836,2014,1.36712328767123,2.03561643835616,13.8082191780822
11000,36,9.67,353.24,2,6,103497,10,1,66000,1,"0",2,7400,448,22,7.22,685,689,0,16,7910,57.3,33,0,11575.11,11000,575.11,9455.67,679,675,0,178638,13800,5,11165,1568,71,185,180,3,3,3,22,9,3,6,13,6,12,7,14,23,13,16,4,87.5,50,203550,7910,5400,0,2013,0.528767123287671,5.03561643835616,15.4821917808219
10000,36,18.24,362.73,4,20,40994,6,0,90000,2,"0",3,10356,93,33,23.4,660,664,2,20,41635,73.4,31,0,13058.24,10000,3058.24,362.69,679,675,0,53522,56700,6,2676,5951,85.7,140,316,5,5,0,68,1,0,10,13,10,15,6,19,25,13,20,3,100,90,71700,53522,41500,15000,2014,2.95068493150685,4.53150684931507,26.4876712328767
12800,60,12.99,291.18,2,10,30977,10,1,60000,2,"0",3,10356,456,22,22.08,690,694,0,7,5609,79,15,1,17470.28,12800,4670.28,290.66,734,730,0,28760,7100,2,4109,1491,79,154,222,24,10,1,24,10,2,4,4,4,7,6,4,8,4,7,1,85.7,75,63299,28760,7100,56199,2014,4.95068493150685,4.95068493150685,18.5616438356164
11500,36,23.7,449.37,6,26,89704,7,1,65000,2,"0",3,5484,567,24,7.33,675,679,1,8,9219,72.6,13,1,16148.74,11500,4648.74,1768.9,729,725,865,35969,12700,3,4496,424,93.9,127,323,6,6,1,6,6,1,2,4,2,2,3,6,9,4,8,3,100,100,42633,35969,7000,29933,2014,2.6986301369863,2.78356164383562,27.0712328767123
10000,36,13.35,338.63,3,12,96772,10,0,72000,1,"0",3,10356,456,22,18.75,665,669,1,26,14659,54.3,45,0,11266.03,10000,1266.03,7202.47,499,0,886,62543,27000,10,2606,2433,55.8,77,83,7,7,0,10,4,0,1,9,5,7,15,23,30,9,26,2,100,20,81643,62543,5500,54643,2014,1.03013698630137,2.62191780821918,6.97534246575342
21000,36,11.67,694.2,2,9,115351,7,0,181545,3,"0",3,10356,819,5,8.28,700,704,1,11,46344,80.2,16,0,23934.85,21000,2934.85,12147.07,824,820,0,46344,57800,1,4213,1658,96.4,126,244,17,17,0,31,0,0,6,7,6,6,2,11,14,7,11,0,100,100,57800,46344,46500,0,2014,1.44931506849315,4.36438356164384,20.4
10000,60,23.43,284.39,6,26,30904,2,0,32640,2,"0",3,10356,42,45,20.48,665,669,0,5,10726,77.7,8,0,15059.65,8156.98,6902.67,284.39,634,630,0,20806,13800,5,4161,3074,77.7,38,41,3,3,0,3,6,0,4,4,4,4,3,4,5,4,5,2,100,50,27060,20806,13800,13260,2014,4.36438356164384,4.36438356164384,3.47397260273973
5000,36,10.99,163.67,2,8,56945,10,1,75000,1,"0",4,17327,654,42,14.67,715,719,0,11,5016,42.9,20,0,5889.066,5000,889.07,163.67,809,805,0,18030,11700,4,1639,2680,60.6,113,227,11,4,1,11,4,0,4,6,4,7,4,9,15,6,11,2,95,50,41873,18030,6800,30173,2014,2.95068493150685,4.36438356164384,19.0657534246575
12000,60,8.39,245.57,1,5,39321,4,0,44000,1,"0",3,10356,150,37,27.39,755,759,0,11,8990,31.3,27,1,14702.64,12000,2702.64,1687.43,794,790,0,69599,28700,3,6327,11610,43.6,165,127,15,15,0,15,15,0,3,3,5,6,19,7,8,3,11,0,100,20,100418,69599,20600,71718,2014,4.45479452054794,4.45479452054794,13.8082191780822
20000,36,6.03,608.72,1,1,26020,6,1,90000,2,"0",2,8261,580,24,13.2,730,734,0,8,20738,52.5,38,0,21913.56,20000,1913.56,608.36,714,710,0,176827,39500,1,22103,18762,52.5,161,249,38,6,6,38,9,0,5,5,5,9,20,5,12,5,8,1,100,40,212246,88008,39500,80246,2014,2.95068493150685,4.95068493150685,20.8986301369863
31000,60,12.49,697.28,2,10,72232,10,0,95000,3,"0",3,10356,84,33,12.09,750,754,0,16,21728,20.7,33,1,37005.54,31000,6005.54,22977.98,709,705,0,32420,104900,2,2026,55598,19.4,130,253,16,16,0,16,14,0,7,12,8,13,7,15,26,12,16,0,97,0,119900,32420,69000,15000,2014,1.78356164383562,2.78356164383562,21.1479452054795
10000,36,7.9,312.91,1,4,56953,5,1,40000,1,"0",3,6320,634,35,8.49,715,719,2,17,10066,22.8,32,1,11146.11,10000,1146.11,3636.27,699,695,0,10066,44100,7,671,17512,33.7,124,139,5,5,0,11,5,1,5,8,7,10,10,17,22,8,17,4,93.7,0,44100,10066,26400,0,2013,2.03013698630137,5.11780821917808,11.6465753424658
8400,36,13.65,285.67,3,11,120200,1,1,82000,1,"0",4,17327,447,22,27.1,680,684,0,6,689,68.9,24,0,10283.95,8400,1883.95,285.5,709,705,0,419229,1000,4,83846,311,68.9,149,474,3,3,5,3,10,2,1,1,1,3,11,1,7,1,6,2,52.2,0,439085,65854,1000,57950,2014,2.95068493150685,4.95068493150685,39.5753424657534
15000,60,13.11,342.15,2,9,79700,7,1,97000,3,"0",3,10356,93,33,24.7,705,709,0,20,29116,85.6,49,1,17836.85,15000,2836.85,11678.53,799,795,0,334184,34000,0,17589,3384,88.5,142,229,55,40,2,78,9,0,4,5,4,13,28,5,15,5,20,0,97,75,355294,199062,29500,179644,2013,1.53698630136986,5.12054794520548,18.9808219178082
28000,36,13.53,950.6,2,10,130077,2,0,1e+05,3,"0",3,10356,276,11,24.18,690,694,1,30,24405,65.3,44,0,31469.67,28000,3469.67,21013.07,714,710,0,106687,37400,3,3556,5929,73.2,140,234,10,10,0,10,4,0,7,11,8,9,28,14,16,11,30,2,100,37.5,133342,106687,22100,95942,2014,0.947945205479452,5.02739726027397,19.5698630136986
16000,36,6.03,486.97,1,1,130200,1,1,68000,3,"0",3,10356,64,30,17.93,730,734,0,11,10393,41.1,26,1,17417.2,16000,1417.2,5242.95,799,795,0,66403,25300,1,6640,11216,29.9,157,179,18,18,0,46,8,0,3,4,3,8,10,7,16,4,11,0,100,0,92354,66403,16000,67054,2014,2.11232876712329,5.02739726027397,14.986301369863
20000,60,8.9,414.2,1,5,3254,1,1,215000,2,"0",2,8261,32,21,8.38,750,754,0,9,43878,71.1,35,0,24576.89,20000,4576.89,5937.89,729,725,0,275783,61700,4,30643,14049,66.1,155,144,7,7,2,19,19,0,3,5,3,10,7,6,26,5,9,1,100,66.7,331184,51641,41400,23484,2014,3.78356164383562,3.86849315068493,13.0602739726027
12625,60,19.52,331.13,5,22,15754,9,0,36000,3,"0",3,10356,212,44,21.73,670,674,3,9,9119,47,16,0,15036.04,12625,2411.04,11393.61,634,630,0,12727,19200,4,1590,5167,54,60,188,5,5,0,27,2,0,3,7,7,7,3,7,13,6,8,3,94,66.7,23400,12727,15500,4200,2014,0.947945205479452,4.62191780821918,15.7287671232877
8400,36,16.99,299.45,4,18,48714,10,1,45000,3,"0",3,10356,346,41,28.8,665,669,1,18,16309,53,39,1,9802.2,8400,1402.2,6208.8,719,715,0,147192,30800,9,8658,543,92.7,123,96,3,3,1,3,3,0,7,12,7,13,14,14,22,12,18,6,100,85.7,167195,58896,7400,47142,2014,1.03287671232877,4.53150684931507,10.3095890410959
4000,36,13.65,136.04,3,11,78899,4,0,15000,3,"1",3,10356,175,37,17.44,665,669,1,17,6651,33.9,44,1,3673.08,2842.81,830.27,136.04,619,615,0,11921,19600,5,917,7319,45.8,139,168,3,3,3,3,3,0,5,7,6,13,9,15,31,7,17,2,100,33.3,27100,11921,13500,7500,2014,2.2027397260274,2.87397260273973,20.8986301369863
17050,60,21.49,465.98,5,23,932,8,0,38000,3,"1",3,11686,738,4,28.17,680,684,1,15,10075,37.6,27,1,7294.06,1932.35,3188.63,465.98,634,630,231,35927,26800,7,2395,12462,44.6,145,150,4,2,0,13,4,0,7,8,8,12,6,13,21,8,15,4,96,25,52674,35927,22500,25874,2013,0.863013698630137,3.28493150684932,12.3890410958904
17100,36,22.45,657.05,5,25,30827,4,0,57200,1,"1",3,10356,208,44,14.9,660,664,1,7,19665,68.8,10,1,17707.29,11158.15,5925.15,657.05,604,600,0,23020,28600,3,3289,455,97.5,49,51,11,11,0,11,5,0,2,4,2,2,2,6,8,4,7,1,100,100,37889,23020,18200,9289,2014,2.11780821917808,3.53698630136986,4.38356164383562
4725,36,13.98,161.45,3,13,104231,2,1,11000,2,"0",4,17327,678,42,36.68,730,734,0,8,2658,26.1,25,1,5715.49,4725,990.49,1679.24,709,705,0,4473,10200,5,639,5542,32.4,71,87,28,2,0,39,10,0,2,2,3,3,17,6,8,2,8,2,100,0,12728,4473,8200,2528,2014,2.11780821917808,2.11780821917808,7.39452054794521
32900,60,17.77,831.34,4,16,89801,2,1,80000,3,"0",3,10357,397,34,17.07,700,704,0,14,5609,71,29,1,35746.08,32900,2846.08,31590.97,669,665,0,295096,7900,3,22700,2191,71.9,155,134,10,1,4,10,8,0,3,3,4,7,14,6,10,3,14,3,89,50,328147,49706,7800,62502,2013,0.452054794520548,1.53424657534247,12.8931506849315
35000,36,8.9,1111.37,1,5,97403,10,1,160000,3,"0",3,9440,60,30,12.16,755,759,0,9,46581,68.4,28,1,40030.12,35000,5030.12,1111.06,739,735,0,493852,68100,2,54872,11604,78.6,159,244,8,8,6,103,18,0,3,6,3,9,7,6,15,6,9,1,100,66.7,598350,70748,54200,33250,2013,2.95068493150685,5.27945205479452,20.4849315068493
22000,36,16.29,776.61,3,14,95955,6,0,65000,3,"0",2,7134,819,5,22.54,680,684,1,9,21246,80.5,9,1,22590.88,22000,590.88,21814.87,699,695,0,43404,26400,2,4823,2430,86.9,14,135,8,8,0,8,1,0,5,8,5,5,1,8,8,8,9,1,100,80,53708,43404,18500,27308,2012,0.115068493150685,0.2,11.227397260274
29700,36,12.99,1000.57,2,10,126519,10,1,110000,2,"0",3,10356,706,6,7.1,660,664,1,9,22368,78.5,26,1,35375.12,29700,5675.12,11361.44,699,695,372,260534,28500,5,32567,680,15,198,273,1,1,4,1,1,0,1,4,3,5,9,6,13,4,8,3,90.5,0,272900,28136,800,6454,2014,2.11780821917808,4.86575342465753,22.8191780821918
20000,60,10.16,426.52,2,6,34976,6,1,115000,3,"0",3,10356,298,10,11.95,760,764,0,14,23957,38.6,37,0,22165.65,20000,2165.65,16620.89,739,735,0,288197,62100,7,22169,27093,34.6,100,202,8,8,7,41,8,0,4,8,5,11,6,10,23,8,14,4,100,0,359610,51804,41400,56000,2013,1.11506849315068,5.11780821917808,16.7260273972603
15000,36,7.62,467.43,1,3,129295,0,0,37000,1,"0",1,3377,293,10,9.99,745,749,0,14,5595,35.9,22,1,16827.09,15000,1827.09,467.05,744,740,0,18156,15600,2,1297,7705,42.1,66,84,15,15,0,15,14,0,3,3,7,10,5,9,17,3,14,0,100,42.9,30100,18156,13300,14500,2014,2.95068493150685,2.95068493150685,7.05753424657534
12500,36,10.15,404.23,2,7,80434,2,0,47000,3,"0",2,8261,843,36,17.77,685,689,0,16,12710,63.9,30,0,14483.55,12500,1983.55,252.42,704,700,0,22733,19900,4,1421,2178,80.4,215,127,7,7,0,7,7,3,7,10,8,11,14,12,16,10,16,2,90,62.5,37980,22733,11100,18080,2014,2.61643835616438,4.61643835616438,17.9780821917808
10000,36,13.11,337.47,2,9,125072,4,1,65000,1,"1",3,23953,113,33,14.34,675,679,0,7,5801,86.6,38,1,8338.5,5919.87,1826.82,337.47,534,530,0,90608,6700,6,15101,199,96.7,174,164,8,8,3,22,22,0,1,1,1,7,17,3,18,1,7,2,94,100,116490,21237,6000,22790,2012,1.94794520547945,3.78356164383562,14.3972602739726
26500,60,22.95,746.29,6,26,123329,10,0,60000,3,"1",3,10357,815,5,30.68,670,674,0,19,23938,69.6,31,1,24763.27,10871.84,13880.13,746.29,609,605,0,44424,34400,3,2613,131,98.7,203,210,7,7,0,47,7,2,4,16,4,7,4,18,27,16,19,1,93,100,71220,44424,10000,36820,2013,2.78630136986301,5.86575342465753,17.3123287671233
35000,36,12.49,1170.71,2,9,35819,2,1,151515,2,"0",4,17327,651,42,6.33,755,759,0,11,14868,38.6,19,0,41910.68,35000,6910.68,7960.09,679,675,0,183359,38500,3,16669,17266,46.2,161,286,2,2,3,2,9,0,3,4,6,7,5,9,11,4,11,2,100,50,233356,35599,32100,25256,2014,2.44657534246575,5.02739726027397,23.9068493150685
2000,36,16.99,71.3,4,18,26623,4,1,30000,1,"0",9,24092,51,7,31.16,710,714,1,9,2530,45.2,20,1,2564.701,2000,564.7,71.09,774,770,0,49100,5600,5,7014,2232,14.2,163,220,1,1,2,136,2,0,1,3,1,7,5,5,13,3,9,3,95,0,56705,27610,2600,26105,2014,3.03561643835616,2.95068493150685,18.3972602739726
17000,36,10.15,549.75,2,7,23993,10,1,85000,1,"0",9,24092,731,43,10.97,745,749,0,10,19799,40.7,28,0,19344.03,17000,2344.03,7799.28,794,790,0,120421,48600,2,12042,26446,20.8,124,231,22,15,6,22,17,0,2,3,5,9,5,7,17,3,10,0,100,20,158876,35227,33400,22976,2014,1.78356164383562,4.53150684931507,19.3178082191781
6500,36,10.15,210.2,2,7,111676,0,1,35000,2,"0",3,10356,280,11,19.99,670,674,0,13,2787,30.3,19,1,7574.932,6500,1074.93,209.99,669,665,0,15618,9200,6,1201,2934,18.5,36,181,4,4,0,22,12,2,2,7,3,7,1,12,18,7,13,1,57.9,33.3,30511,15618,3600,21311,2014,2.95068493150685,4.44657534246575,15.1479452054795
15000,36,10.99,491.01,2,7,65080,3,1,150000,2,"0",3,10356,445,22,11.26,715,719,1,13,14703,42.1,30,1,16269.3,15000,1269.3,11851.9,789,785,0,405326,34900,6,33777,14797,49.8,124,137,18,3,3,18,3,0,5,5,5,10,12,7,15,5,13,1,96.6,40,452494,42402,29500,45594,2014,0.863013698630137,0.863013698630137,11.4794520547945
20000,36,8.39,630.34,1,5,108044,1,1,64480,2,"1",3,10356,206,44,9.08,695,699,0,15,17640,37.7,34,0,16398.28,13932.67,2465.61,630.34,619,615,0,221162,46800,4,15797,18581,25.1,89,129,11,11,1,11,11,0,2,7,5,8,14,13,19,7,15,1,97,20,255557,58175,24800,40607,2014,2.11780821917808,4.36438356164384,10.8082191780822
12000,60,19.22,312.75,4,19,101599,7,1,92000,2,"1",3,10356,491,23,9.08,670,674,1,12,11827,82.7,29,1,5632.99,1552.99,2184.37,625.5,644,640,0,19025,14300,3,1585,2008,81.7,282,196,3,3,0,3,4,3,7,11,7,13,9,11,20,11,12,3,82.8,71.4,21821,19025,11000,7521,2014,1.02465753424658,2.78082191780822,23.572602739726
10000,60,24.08,288.15,6,27,53922,10,1,64800,1,"0",9,24092,310,10,27.29,695,699,0,19,37200,59.9,49,1,16712.7,9441.23,7271.47,288.15,699,695,0,220645,62100,8,12979,18944,65.5,116,143,1,1,4,1,17,0,7,10,9,23,6,15,37,10,19,1,98,55.6,276200,51612,54900,38014,2014,4.78356164383562,4.78356164383562,12.0602739726027
10000,36,12.49,334.49,2,10,107817,0,0,35000,1,"0",3,10356,334,2,18.55,685,689,1,13,5283,52.8,24,0,10769.18,10000,769.18,100.2,664,660,0,115939,10000,2,8918,2717,66,158,111,2,2,0,18,2,0,2,2,3,5,17,4,7,2,13,1,95.8,66.7,109337,115939,8000,99337,2014,0.695890410958904,1.2,13.227397260274
20000,36,13.53,679,2,10,7129,5,1,90000,2,"0",3,10337,596,17,29.09,710,714,1,6,14404,93,20,0,22979.1,20000,2979.1,12794.1,674,670,0,200551,15500,2,33425,5167,93,126,91,71,2,4,71,2,0,3,3,4,4,12,3,4,3,6,2,100,0.67,217096,84993,15500,73346,2014,1.27671232876712,4.6986301369863,15.3150684931507
20000,36,17.27,715.75,3,15,10722,10,1,120000,2,"0",3,10357,649,42,6.26,660,664,1,13,8944,64.8,30,1,22361.53,20000,2361.53,16638.68,724,720,0,232168,13800,2,25796,5,99.9,157,376,10,4,7,88,4,4,2,5,3,8,7,9,16,5,13,2,72,100,307786,14343,5400,6086,2013,0.695890410958904,6.02739726027397,30.9972602739726
14800,60,17.14,368.94,4,19,46049,6,0,80000,2,"0",3,10356,797,5,15.08,660,664,1,11,4706,43.6,25,0,19489.48,14800,4689.48,4280.07,754,750,0,60845,10800,10,6085,4746,45.4,129,216,4,4,3,4,4,0,3,5,4,9,8,8,14,5,10,5,95.2,25,70490,60845,8700,59690,2014,2.11780821917808,4.27945205479452,18.0630136986301
6000,36,19.05,220.09,4,19,79444,10,1,40000,3,"0",9,24092,844,36,18.18,675,679,1,8,6549,63.6,11,0,7438.338,6000,1438.34,3476.72,544,540,0,27539,10300,3,3934,1666,76.2,20,262,20,15,0,30,0,0,2,4,3,6,2,6,9,4,8,0,100,50,35405,27539,7000,25105,2013,1.53424657534247,3.36986301369863,21.6493150684932
20350,60,19.52,533.73,5,22,7991,4,0,67000,2,"0",2,8261,368,18,26.83,690,694,2,11,12081,49.1,19,0,31006.35,20350,10656.35,8055.96,714,710,0,60692,24600,4,5517,1037,90.1,93,90,6,3,0,21,3,0,3,4,3,5,9,6,10,4,11,3,100,66.7,93614,60692,10500,69014,2014,3.62191780821918,4.70684931506849,7.80547945205479
19075,60,15.31,456.91,3,12,23897,10,1,84000,3,"1",3,10356,814,5,25.93,670,674,2,18,41318,65.4,38,0,19847.13,12122.27,7505.1,456.91,639,635,0,592812,63200,3,34871,7751,81.7,138,365,10,10,7,50,0,0,7,11,8,12,6,15,25,11,18,1,100,62.5,609903,64812,42300,34714,2013,3.53150684931507,6.11232876712329,30.0739726027397
10000,36,8.39,315.17,1,5,102404,2,0,85000,1,"0",3,10356,815,5,10.19,735,739,1,3,8272,76.6,7,0,11345.95,10000,1345.95,315,629,625,0,13748,10800,0,4583,2528,76.6,76,131,71,48,0,71,4,0,1,1,2,3,2,2,5,1,3,0,100,50,31208,13748,10800,20408,2014,2.95068493150685,3.11780821917808,10.9753424657534
18000,36,14.31,617.92,3,14,97717,7,1,149000,2,"0",3,10356,815,5,8.66,670,674,0,5,33924,96.4,30,1,20768.08,18000,2768.08,12145.82,784,780,0,62715,35200,4,12543,1276,96.4,157,249,8,8,3,8,1,0,3,3,3,12,10,3,17,3,5,3,96.7,100,75329,62715,35200,40129,2014,1.2,3.61369863013699,20.813698630137
7500,36,18.99,274.89,5,21,106955,3,0,46500,1,"1",3,10356,780,5,16.9,660,664,1,5,1258,34.9,20,1,5882.3,3641.46,1856.34,274.89,549,545,0,18906,3600,5,3781,742,62.9,120,110,3,3,0,3,3,2,3,3,3,6,7,4,13,3,5,3,55,33.3,24549,18906,2000,20949,2014,1.61643835616438,2.11780821917808,10.0575342465753
15000,36,15.61,524.48,3,14,1,5,1,96000,3,"0",7,16512,852,46,12.39,695,699,0,11,136271,39.4,22,0,15195.13,15000,195.13,15195.13,714,710,0,382720,202700,7,34793,55053,43.5,138,139,11,11,5,11,13,0,6,8,7,10,1,10,16,8,11,4,100,14.3,457700,136271,97400,0,2014,0.0328767123287671,0.10958904109589,11.6465753424658
17600,36,13.05,593.44,2,10,54889,4,0,78000,3,"0",3,23127,784,5,20.18,700,704,1,8,19678,74.5,15,1,21232.05,17600,3632.05,4615.73,709,705,0,51676,26400,3,7382,3493,77.6,166,151,5,5,0,5,4,0,2,3,3,5,4,6,11,3,8,3,100,66.7,69202,51676,15600,42802,2013,2.36712328767123,5.28767123287671,13.8109589041096
18000,60,15.22,430.31,3,13,137919,10,1,75000,2,"0",3,10356,854,46,18.88,680,684,0,8,17458,97.5,28,1,23698.83,18000,5698.83,11219.84,684,680,0,282620,17900,6,35328,147,98.2,136,164,24,4,2,24,18,0,3,5,3,4,18,5,8,5,8,3,100,100,287744,37560,8200,22762,2013,2.45205479452055,5.53150684931507,13.558904109589
4375,36,15.59,152.93,4,16,91253,0,0,38000,1,"0",3,10356,831,5,16.93,665,669,1,9,1443,43.7,21,1,4848.04,4375,473.04,3630.28,724,720,0,49309,3300,3,5479,1050,19.2,134,134,2,2,0,2,1,0,1,3,2,5,12,5,9,3,9,1,94.1,50,56528,49309,1300,53228,2014,0.695890410958904,1.11506849315068,11.227397260274
21425,60,15.59,516.36,4,16,100798,6,0,63800,2,"0",2,8261,582,24,18.49,685,689,0,10,16374,76.2,35,0,25512.2,21425,4087.2,17813.19,529,525,0,42315,21500,4,4232,324,97.8,135,136,7,7,0,7,7,1,3,4,3,12,16,5,18,4,10,2,91.4,100,57073,42315,15000,35573,2014,1.36438356164384,3.28219178082192,11.3945205479452
4200,36,9.71,134.96,2,6,68174,1,0,30000,1,"0",6,20913,806,5,12.84,765,769,0,10,3145,11.9,16,1,4858.188,4200,658.19,134.58,789,785,0,32269,26400,3,4034,9062,10.3,95,112,2,2,0,2,13,0,1,2,5,7,2,8,13,2,10,3,100,0,56704,32269,10100,6000,2013,2.95068493150685,3.03287671232877,9.30958904109589
3000,36,23.43,116.81,6,26,116135,9,0,25000,1,"0",9,24092,51,7,28.32,675,679,1,11,6716,64,12,1,4204.778,3000,1204.78,116.43,654,650,0,14418,10500,2,1311,2039,70.9,50,69,2,2,0,2,1,0,7,10,7,7,2,10,10,10,11,2,100,14.3,27223,14418,7000,16723,2014,2.95068493150685,4.2,5.88767123287671
10675,36,9.71,343.01,2,6,131716,10,1,101000,2,"0",4,23197,640,35,17.95,705,709,0,13,32602,52.3,22,1,12246.72,10675,1571.72,3328.46,694,690,0,245862,62300,6,18912,6747,56.2,168,94,8,8,4,17,10,0,3,7,3,3,8,10,10,8,13,4,100,0,288915,66780,15400,45225,2013,2.1972602739726,5.44657534246575,13.8958904109589
7000,36,17.77,252.26,4,16,16912,10,1,58000,2,"0",3,22281,306,10,12.85,665,669,2,9,10447,59,38,1,9081.353,7000,2081.35,252.25,594,590,356,23730,17700,4,2637,53,99.4,134,226,5,3,6,5,4,0,3,5,3,12,12,6,20,5,9,3,100,100,50054,23730,9100,32354,2013,2.94794520547945,6.02739726027397,18.6547945205479
18000,36,11.14,590.5,2,7,139495,5,0,93500,3,"0",3,11376,92,33,5.19,685,689,2,8,17602,79.3,41,0,18489.48,18000,489.48,17308.48,654,650,0,171241,22200,0,24463,4598,79.3,209,169,41,41,0,41,0,0,4,4,4,11,26,5,14,4,8,0,100,75,166519,171241,22200,143626,2013,0.197260273972603,5.53698630136986,17.3123287671233
10000,36,8.9,317.54,1,5,141659,5,0,40000,3,"0",2,8261,89,33,15.78,705,709,0,11,3048,17.9,22,1,11342.95,10000,1342.95,230.97,539,535,0,3048,15700,4,339,1916,54.4,155,113,15,15,0,27,21,0,3,5,4,9,4,10,18,5,11,0,90,50,15700,3048,4200,0,2013,2.36712328767123,5.78356164383562,12.8082191780822
12000,36,7.69,374.33,1,4,110433,10,1,70000,2,"0",3,10356,304,10,13.67,695,699,0,11,20122,44.8,22,0,13352.66,12000,1352.66,3999.54,739,735,0,31035,44900,4,3104,23399,45.8,88,292,6,6,1,6,9,1,5,6,8,13,2,10,19,6,11,3,90.9,42.9,57418,31035,43200,12518,2014,2.2027397260274,4.36438356164384,24.4027397260274
15000,36,10.16,485.14,2,6,59732,4,1,59250,1,"0",3,5483,557,24,22.91,685,689,1,11,4244,20.9,33,1,17464.85,15000,2464.85,484.94,724,720,269,157498,20300,5,14318,13100,17.1,131,204,18,5,11,18,5,0,1,3,3,9,8,6,14,3,11,3,84,33.3,202988,39306,15800,41658,2013,2.95068493150685,5.6986301369863,16.8109589041096
8000,36,11.99,265.68,2,8,20571,5,1,20000,2,"0",3,10356,50,7,13.51,675,679,1,27,7728,19.3,38,1,9293.72,8000,1293.72,3980.12,539,535,374,7728,40100,13,309,21273,26.6,63,105,3,3,0,10,3,0,7,8,14,18,2,27,35,8,27,4,100,21.4,40100,7728,29000,0,2014,1.78630136986301,3.86575342465753,8.80821917808219
10000,36,7.62,311.62,1,3,129093,0,1,85000,1,"0",6,20913,663,42,19.23,760,764,2,18,9739,26.8,35,0,10125.43,10000,125.43,9813.81,714,710,0,215533,36300,7,12678,11556,40.7,140,152,9,3,3,9,1,0,3,5,4,5,17,13,15,5,18,2,100,25,280074,83761,19500,98947,2014,0.115068493150685,4.86575342465753,13.1452054794521
6000,36,10.99,196.41,2,7,116060,10,1,130000,2,"0",2,8113,95,33,6.99,680,684,2,8,5241,90.4,18,1,6839.68,6000,839.68,3109.32,544,540,0,575630,5800,3,71954,559,90.4,142,274,5,4,2,5,4,4,4,4,4,6,7,4,9,4,8,2,75,75,613548,26441,5800,26998,2013,1.61369863013699,5.1972602739726,22.9835616438356
2600,36,12.12,86.51,2,8,10732,3,1,56000,3,"0",2,21488,831,5,19.61,705,709,0,13,7570,55.8,22,1,3114.2,2600,514.2,86.35,559,555,0,198249,12300,4,15250,1770,65.5,89,113,16,12,1,61,13,0,5,9,6,11,4,11,17,9,13,1,100,50,210747,35690,6700,32757,2013,2.95068493150685,2.95068493150685,9.39178082191781
18000,36,7.62,560.91,1,3,114086,1,0,120000,3,"0",2,8261,93,33,11.78,705,709,0,7,22817,71.1,14,0,19996.5,18000,1996.5,6534.66,719,715,0,48917,32100,1,6988,3182,86.1,87,80,22,22,0,39,22,0,3,6,3,5,5,6,9,6,7,0,100,100,70039,48917,22900,37939,2014,2.03287671232877,5.11232876712329,7.30958904109589
25025,60,21.49,683.93,5,23,137994,10,1,120000,3,"0",3,19274,427,16,2.21,665,669,0,6,6699,28.9,27,0,30499.07,25025,5474.07,22291.91,659,655,0,219141,23200,3,36524,14223,27.8,123,148,1,1,5,1,9,0,2,3,4,11,5,5,17,3,6,3,96,25,240450,6699,19700,0,2013,1.11506849315068,5.2027397260274,12.227397260274
7000,36,6.03,213.05,1,1,56143,0,0,32000,2,"0",2,8261,13,20,7.54,675,679,1,11,7194,19.4,36,0,7415.39,7000,415.39,4645.74,754,750,0,7194,37100,4,1199,25106,22.3,99,361,15,15,4,19,6,0,2,2,4,17,2,11,27,2,10,0,100,0,37100,7194,32300,0,2014,1.11506849315068,4.11780821917808,30.1561643835616
28000,36,9.67,899.15,2,6,97,6,1,129000,3,"0",2,10354,672,42,8.96,715,719,0,15,18055,50.3,43,1,30006.78,28000,2006.78,21916.94,734,730,0,282117,35900,5,23510,6659,72.9,147,251,6,6,6,6,9,0,2,3,6,11,8,12,29,3,15,2,97.7,50,318348,77191,24600,70448,2013,0.780821917808219,0.863013698630137,20.9835616438356
